id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock
65049,32524,65048,410,6695,78647000,2681,5,10,18
65050,32525,65051,6695,4149,28080000,1366,8,0,29
65051,32525,65050,4149,6695,71919000,1784,3,100,44
65052,32526,65053,6695,46,33476000,4613,1,0,95
65053,32526,65052,46,6695,66523000,2968,8,10,76
65054,32527,65055,6696,622,75192000,1945,7,0,70
65055,32527,65054,622,6696,24808000,1432,1,0,93
65056,32528,65057,6696,4398,40948000,4978,5,0,28
65057,32528,65056,4398,6696,59052000,4076,5,0,50
65058,32529,65059,6696,48,85238000,2665,4,0,28
65059,32529,65058,48,6696,14762000,4728,5,0,48
65060,32530,65061,6697,2938,60311000,4485,2,0,22
65061,32530,65060,2938,6697,39689000,3228,4,10,74
65062,32531,65063,6697,292,912000,4654,8,10,40
65063,32531,65062,292,6697,99087000,1938,6,10,11
65064,32532,65065,6697,8,46880000,4332,8,10,87
65065,32532,65064,8,6697,53121000,1502,5,0,84
65066,32533,65067,6698,1926,14212000,2411,4,0,45
65067,32533,65066,1926,6698,85787000,4754,5,0,85
65068,32534,65069,6698,4100,58158000,1973,8,0,48
65069,32534,65068,4100,6698,41842000,4162,2,0,63
65070,32535,65071,6698,5387,18654000,1797,5,10,18
65071,32535,65070,5387,6698,81345000,3670,6,0,56
65072,32536,65073,6699,276,74219000,4841,1,1000,49
65073,32536,65072,276,6699,25782000,3994,9,0,96
65074,32537,65075,6699,5929,80738000,1627,7,0,98
65075,32537,65074,5929,6699,19262000,2925,3,0,14
65076,32538,65077,6699,5147,51714000,4474,6,10,75
65077,32538,65076,5147,6699,48286000,1286,1,10,41
65078,32539,65079,6700,2909,56008000,4560,6,0,53
65079,32539,65078,2909,6700,43992000,4844,2,0,22
65080,32540,65081,6700,344,3982000,4066,2,0,90
65081,32540,65080,344,6700,96017000,3312,7,0,19
65082,32541,65083,6700,356,90105000,3623,4,0,73
65083,32541,65082,356,6700,9895000,1431,2,10,37
65084,32542,65085,6701,6426,76160000,1805,3,0,73
65085,32542,65084,6426,6701,23840000,3986,7,0,78
65086,32543,65087,6701,33,37851000,2710,5,0,48
65087,32543,65086,33,6701,62147000,3836,2,0,45
65088,32544,65089,6701,466,27167000,4652,6,0,21
65089,32544,65088,466,6701,72832000,3139,8,10,63
65090,32545,65091,6702,476,92997000,4303,3,0,29
65091,32545,65090,476,6702,7004000,1738,6,0,12
65092,32546,65093,6702,390,49389000,3615,1,0,42
65093,32546,65092,390,6702,50611000,1282,5,0,21
65094,32547,65095,6702,1080,25181000,4830,6,10,38
65095,32547,65094,1080,6702,74819000,3954,8,0,64
65096,32548,65097,6703,1088,8782000,1892,3,0,37
65097,32548,65096,1088,6703,91219000,2255,4,10,65
65098,32549,65099,6703,3016,39617000,2787,9,10,20
65099,32549,65098,3016,6703,60382000,2050,8,1000,26
65100,32550,65101,6703,1834,12397000,4226,9,0,86
65101,32550,65100,1834,6703,87602000,4947,5,0,12
65102,32551,65103,6704,6158,54096000,4637,1,0,77
65103,32551,65102,6158,6704,45901000,4068,3,0,25
65104,32552,65105,6704,4100,13855000,2184,4,0,35
65105,32552,65104,4100,6704,86144000,1407,6,0,98
65106,32553,65107,6704,4560,23478000,1856,6,10,49
65107,32553,65106,4560,6704,76523000,4859,8,0,69
65108,32554,65109,6705,4414,22935000,4087,9,0,44
65109,32554,65108,4414,6705,77065000,4844,4,0,65
65110,32555,65111,6705,5500,37713000,1155,6,10,27
65111,32555,65110,5500,6705,62285000,3630,3,0,27
65112,32556,65113,6705,4287,71972000,3962,4,0,93
65113,32556,65112,4287,6705,28028000,4930,6,0,17
65114,32557,65115,6706,1755,4407000,2462,8,0,65
65115,32557,65114,1755,6706,95592000,2083,8,10,73
65116,32558,65117,6706,2403,60554000,3621,4,10,78
65117,32558,65116,2403,6706,39447000,1508,7,100,60
65118,32559,65119,6706,1523,96268000,4997,8,0,43
65119,32559,65118,1523,6706,3731000,3174,8,0,48
65120,32560,65121,6707,1766,96447000,3619,9,10,81
65121,32560,65120,1766,6707,3553000,2641,4,0,33
65122,32561,65123,6707,4166,85171000,1063,7,100,91
65123,32561,65122,4166,6707,14829000,4064,4,0,11
65124,32562,65125,6707,192,8190000,4140,6,0,26
65125,32562,65124,192,6707,91809000,2200,8,0,56
65126,32563,65127,6708,6496,2235000,1222,7,0,28
65127,32563,65126,6496,6708,97763000,1800,3,0,21
65128,32564,65129,6708,4100,33222000,3358,3,10,29
65129,32564,65128,4100,6708,66779000,4225,9,0,49
65130,32565,65131,6708,346,98189000,3872,6,0,21
65131,32565,65130,346,6708,1809000,1998,5,10,44
65132,32566,65133,6709,2729,41147000,1116,8,0,47
65133,32566,65132,2729,6709,58853000,4949,9,0,37
65134,32567,65135,6709,63,63994000,3690,5,0,67
65135,32567,65134,63,6709,36008000,3680,6,0,17
65136,32568,65137,6709,2967,49165000,4032,7,0,44
65137,32568,65136,2967,6709,50836000,2082,3,0,97
65138,32569,65139,6710,2240,27743000,4369,4,0,94
65139,32569,65138,2240,6710,72256000,2733,6,0,78
65140,32570,65141,6710,4100,99236000,2295,9,0,18
65141,32570,65140,4100,6710,762000,3264,1,0,84
65142,32571,65143,6710,468,40013000,3468,5,100,26
65143,32571,65142,468,6710,59989000,4342,4,10,52
65144,32572,65145,6711,6663,29699000,1968,6,0,62
65145,32572,65144,6663,6711,70300000,2583,2,0,25
65146,32573,65147,6711,1324,68536000,1792,6,0,70
65147,32573,65146,1324,6711,31463000,2888,8,0,28
65148,32574,65149,6711,979,65425000,2035,9,0,35
65149,32574,65148,979,6711,34574000,4869,2,1000,92
65150,32575,65151,6712,485,21064000,1649,1,0,38
65151,32575,65150,485,6712,78935000,2546,4,0,94
65152,32576,65153,6712,3604,32691000,1822,1,0,27
65153,32576,65152,3604,6712,67310000,3760,1,0,16
65154,32577,65155,6712,2455,40731000,1772,9,0,53
65155,32577,65154,2455,6712,59268000,4050,3,0,39
65156,32578,65157,6713,2577,90967000,2644,3,0,83
65157,32578,65156,2577,6713,9033000,3078,6,0,41
65158,32579,65159,6713,488,99352000,3659,4,10,67
65159,32579,65158,488,6713,648000,2233,9,0,71
65160,32580,65161,6713,434,31748000,4924,2,0,83
65161,32580,65160,434,6713,68252000,3648,2,0,60
65162,32581,65163,6714,400,94941000,1003,8,0,65
65163,32581,65162,400,6714,5061000,4398,6,0,19
65164,32582,65165,6714,5747,24631000,3529,8,10,24
65165,32582,65164,5747,6714,75369000,3470,2,0,14
65166,32583,65167,6714,4278,83160000,1493,6,0,34
65167,32583,65166,4278,6714,16838000,4816,4,0,65
65168,32584,65169,6715,58,95606000,4708,2,0,72
65169,32584,65168,58,6715,4393000,3490,1,10,49
65170,32585,65171,6715,1436,55060000,3772,4,1000,21
65171,32585,65170,1436,6715,44939000,4476,2,0,63
65172,32586,65173,6715,46,94862000,2876,8,0,39
65173,32586,65172,46,6715,5137000,1159,4,0,23
65174,32587,65175,6716,586,34664000,4224,6,0,81
65175,32587,65174,586,6716,65335000,3800,3,100,91
65176,32588,65177,6716,1130,14633000,2956,1,0,34
65177,32588,65176,1130,6716,85366000,4741,8,0,26
65178,32589,65179,6716,153,54967000,4547,5,0,98
65179,32589,65178,153,6716,45031000,3545,4,10,10
65180,32590,65181,6717,1777,23382000,3894,3,0,48
65181,32590,65180,1777,6717,76618000,4403,3,0,29
65182,32591,65183,6717,349,75030000,1403,2,0,85
65183,32591,65182,349,6717,24969000,2673,8,0,66
65184,32592,65185,6717,356,16305000,2102,8,0,62
65185,32592,65184,356,6717,83696000,4557,9,0,56
65186,32593,65187,6718,4137,74370000,4627,8,0,96
65187,32593,65186,4137,6718,25631000,3194,9,0,18
65188,32594,65189,6718,2592,74893000,2093,2,0,23
65189,32594,65188,2592,6718,25107000,1670,5,0,56
65190,32595,65191,6718,277,14416000,4480,6,0,13
65191,32595,65190,277,6718,85582000,2282,8,0,63
65192,32596,65193,6719,6603,14341000,1172,6,0,52
65193,32596,65192,6603,6719,85658000,4136,8,0,52
65194,32597,65195,6719,3568,31434000,2951,3,0,73
65195,32597,65194,3568,6719,68567000,3220,9,0,92
65196,32598,65197,6719,282,67491000,2715,4,0,29
65197,32598,65196,282,6719,32509000,1425,6,0,60
65198,32599,65199,6720,5243,32703000,1796,7,100,12
65199,32599,65198,5243,6720,67296000,4976,5,0,20
65200,32600,65201,6720,161,59290000,4855,5,0,83
65201,32600,65200,161,6720,40710000,2434,3,0,18
65202,32601,65203,6720,4153,15255000,2244,3,0,75
65203,32601,65202,4153,6720,84745000,3358,1,0,22
65204,32602,65205,6721,3410,27300000,4028,9,10,50
65205,32602,65204,3410,6721,72702000,3179,9,10,75
65206,32603,65207,6721,355,5305000,4526,9,0,33
65207,32603,65206,355,6721,94693000,2772,4,0,22
65208,32604,65209,6721,4301,53888000,4872,3,0,16
65209,32604,65208,4301,6721,46114000,2236,8,10,51
65210,32605,65211,6722,1376,62522000,3324,4,0,73
65211,32605,65210,1376,6722,37477000,3993,7,1000,18
65212,32606,65213,6722,2883,97629000,3841,1,0,92
65213,32606,65212,2883,6722,2371000,3469,5,10,37
65214,32607,65215,6722,4202,30649000,4974,9,100,30
65215,32607,65214,4202,6722,69350000,3377,3,0,48
65216,32608,65217,6723,513,7995000,3532,8,0,38
65217,32608,65216,513,6723,92004000,3670,4,0,64
65218,32609,65219,6723,468,19214000,4721,5,0,75
65219,32609,65218,468,6723,80785000,2853,4,0,24
65220,32610,65221,6723,350,36423000,2617,9,0,67
65221,32610,65220,350,6723,63575000,2077,4,0,31
65222,32611,65223,6724,2498,2159000,4812,2,0,47
65223,32611,65222,2498,6724,97842000,1135,5,0,39
65224,32612,65225,6724,3269,64116000,1751,1,1000,35
65225,32612,65224,3269,6724,35885000,3853,8,0,42
65226,32613,65227,6724,2099,37173000,3530,7,0,19
65227,32613,65226,2099,6724,62827000,3573,1,0,27
65228,32614,65229,6725,4100,39435000,3889,7,0,36
65229,32614,65228,4100,6725,60563000,2791,5,0,74
65230,32615,65231,6725,3576,42766000,1627,1,0,83
65231,32615,65230,3576,6725,57236000,2012,4,0,40
65232,32616,65233,6725,2762,61809000,4349,3,10,50
65233,32616,65232,2762,6725,38191000,4259,3,0,79
65234,32617,65235,6726,772,70604000,4105,2,0,14
65235,32617,65234,772,6726,29395000,3080,3,10,81
65236,32618,65237,6726,4225,9236000,1765,2,0,53
65237,32618,65236,4225,6726,90763000,2324,7,0,36
65238,32619,65239,6726,282,41572000,1920,9,0,95
65239,32619,65238,282,6726,58428000,4537,1,0,72
65240,32620,65241,6727,2345,45236000,3722,2,0,55
65241,32620,65240,2345,6727,54765000,2806,1,0,30
65242,32621,65243,6727,177,66722000,2342,8,0,95
65243,32621,65242,177,6727,33276000,3762,8,0,81
65244,32622,65245,6727,2560,91935000,4222,9,0,47
65245,32622,65244,2560,6727,8065000,2039,7,0,36
65246,32623,65247,6728,263,10025000,4489,8,0,94
65247,32623,65246,263,6728,89975000,4389,6,0,89
65248,32624,65249,6728,334,46044000,1867,3,0,62
65249,32624,65248,334,6728,53956000,1116,5,10,44
65250,32625,65251,6728,2357,34545000,4953,6,10,48
65251,32625,65250,2357,6728,65454000,4833,2,0,64
65252,32626,65253,6729,282,96619000,1633,3,10,94
65253,32626,65252,282,6729,3381000,4588,6,0,61
65254,32627,65255,6729,1638,20096000,1400,6,100,25
65255,32627,65254,1638,6729,79904000,1507,1,10,94
65256,32628,65257,6729,1205,61947000,3214,6,10,92
65257,32628,65256,1205,6729,38053000,2333,7,0,26
65258,32629,65259,6730,342,91861000,1598,8,0,43
65259,32629,65258,342,6730,8138000,3548,8,10,18
65260,32630,65261,6730,3407,85538000,3047,6,0,45
65261,32630,65260,3407,6730,14461000,2356,5,0,59
65262,32631,65263,6730,4280,67985000,3839,5,0,32
65263,32631,65262,4280,6730,32014000,3021,4,10,97
65264,32632,65265,6731,4292,46132000,3300,1,0,81
65265,32632,65264,4292,6731,53868000,2612,7,0,67
65266,32633,65267,6731,6494,94220000,2828,3,0,84
65267,32633,65266,6494,6731,5778000,2760,6,0,24
65268,32634,65269,6731,1474,58582000,2468,5,0,24
65269,32634,65268,1474,6731,41417000,1016,6,0,59
65270,32635,65271,6732,457,66541000,3162,1,1000,68
65271,32635,65270,457,6732,33458000,3903,3,0,18
65272,32636,65273,6732,4889,72409000,1766,7,0,92
65273,32636,65272,4889,6732,27588000,4759,1,0,85
65274,32637,65275,6732,359,83819000,2506,4,10,84
65275,32637,65274,359,6732,16182000,4951,2,100,71
65276,32638,65277,6733,3729,23259000,3339,5,0,22
65277,32638,65276,3729,6733,76742000,3199,9,10,34
65278,32639,65279,6733,2772,97771000,1918,1,1000,60
65279,32639,65278,2772,6733,2229000,2949,8,10,31
65280,32640,65281,6733,326,2891000,1926,8,1000,11
65281,32640,65280,326,6733,97109000,3927,3,0,72
65282,32641,65283,6734,1293,18626000,1886,8,0,29
65283,32641,65282,1293,6734,81372000,4754,8,0,28
65284,32642,65285,6734,54,20394000,4268,2,0,53
65285,32642,65284,54,6734,79607000,1787,1,0,15
65286,32643,65287,6734,1552,55200000,2589,2,0,97
65287,32643,65286,1552,6734,44800000,3352,8,0,35
65288,32644,65289,6735,5065,36116000,3437,1,0,16
65289,32644,65288,5065,6735,63885000,4335,9,1000,23
65290,32645,65291,6735,189,66996000,3578,1,10,37
65291,32645,65290,189,6735,33004000,2074,9,1000,15
65292,32646,65293,6735,194,70788000,3248,8,1000,42
65293,32646,65292,194,6735,29213000,2157,7,10,30
65294,32647,65295,6736,340,62803000,2724,4,0,34
65295,32647,65294,340,6736,37196000,1325,3,0,65
65296,32648,65297,6736,358,28050000,4748,3,0,85
65297,32648,65296,358,6736,71950000,3694,8,1000,76
65298,32649,65299,6736,157,86706000,2999,2,1000,58
65299,32649,65298,157,6736,13295000,3232,7,0,73
65300,32650,65301,6737,2025,75241000,4383,8,10,77
65301,32650,65300,2025,6737,24757000,1124,9,0,86
65302,32651,65303,6737,332,84434000,2804,4,0,31
65303,32651,65302,332,6737,15565000,2828,8,0,62
65304,32652,65305,6737,46,90368000,1605,2,10,45
65305,32652,65304,46,6737,9630000,3549,2,0,25
65306,32653,65307,6738,2640,87652000,4676,6,10,61
65307,32653,65306,2640,6738,12347000,2205,7,0,31
65308,32654,65309,6738,255,73918000,1188,4,0,88
65309,32654,65308,255,6738,26080000,4878,9,0,98
65310,32655,65311,6738,513,14739000,4537,5,1000,32
65311,32655,65310,513,6738,85260000,4786,5,0,36
65312,32656,65313,6739,1476,5658000,3561,9,100,22
65313,32656,65312,1476,6739,94343000,1561,4,100,88
65314,32657,65315,6739,871,45673000,2059,9,0,74
65315,32657,65314,871,6739,54325000,1144,9,0,85
65316,32658,65317,6739,2,60325000,1049,4,0,49
65317,32658,65316,2,6739,39675000,2249,9,10,91
65318,32659,65319,6740,1079,62672000,3843,5,0,67
65319,32659,65318,1079,6740,37327000,2694,8,10,75
65320,32660,65321,6740,503,88219000,4447,2,0,72
65321,32660,65320,503,6740,11780000,4637,5,100,73
65322,32661,65323,6740,4864,98480000,4340,3,0,94
65323,32661,65322,4864,6740,1521000,2498,5,0,26
65324,32662,65325,6741,2651,34186000,4364,3,0,74
65325,32662,65324,2651,6741,65812000,3639,9,10,85
65326,32663,65327,6741,1917,99870000,4966,4,0,91
65327,32663,65326,1917,6741,132000,1839,3,0,98
65328,32664,65329,6741,2,12201000,4066,5,0,49
65329,32664,65328,2,6741,87799000,1464,8,0,92
65330,32665,65331,6742,481,14129000,2992,9,10,22
65331,32665,65330,481,6742,85871000,4773,4,0,66
65332,32666,65333,6742,468,36897000,1926,5,10,48
65333,32666,65332,468,6742,63102000,3588,8,0,67
65334,32667,65335,6742,2841,53595000,4861,1,0,48
65335,32667,65334,2841,6742,46404000,3520,3,0,27
65336,32668,65337,6743,296,31261000,1794,3,0,76
65337,32668,65336,296,6743,68739000,2874,1,0,17
65338,32669,65339,6743,340,82977000,4120,8,1000,87
65339,32669,65338,340,6743,17021000,2918,4,10,94
65340,32670,65341,6743,359,21363000,1909,1,1000,28
65341,32670,65340,359,6743,78636000,1907,9,0,91
65342,32671,65343,6744,3596,27685000,3799,9,0,45
65343,32671,65342,3596,6744,72315000,3177,4,0,71
65344,32672,65345,6744,3779,68740000,4106,7,0,90
65345,32672,65344,3779,6744,31258000,3879,6,10,61
65346,32673,65347,6744,2591,85931000,1206,4,0,46
65347,32673,65346,2591,6744,14069000,1953,2,0,82
65348,32674,65349,6745,2066,36701000,2799,5,0,16
65349,32674,65348,2066,6745,63299000,4448,8,0,79
65350,32675,65351,6745,909,48416000,1341,5,0,34
65351,32675,65350,909,6745,51583000,2038,7,10,13
65352,32676,65353,6745,5879,59788000,1835,6,0,41
65353,32676,65352,5879,6745,40212000,2952,4,0,37
65354,32677,65355,6746,4254,68690000,1297,9,10,29
65355,32677,65354,4254,6746,31309000,1910,3,1000,62
65356,32678,65357,6746,513,32468000,1734,9,0,98
65357,32678,65356,513,6746,67532000,3784,1,0,37
65358,32679,65359,6746,2945,24167000,2576,1,0,43
65359,32679,65358,2945,6746,75833000,3628,1,0,47
65360,32680,65361,6747,54,77764000,4821,9,0,51
65361,32680,65360,54,6747,22235000,3163,1,10,23
65362,32681,65363,6747,2412,74306000,4682,4,0,17
65363,32681,65362,2412,6747,25692000,4299,5,0,74
65364,32682,65365,6747,3784,33355000,2975,3,10,44
65365,32682,65364,3784,6747,66644000,1978,5,10,82
65366,32683,65367,6748,130,46378000,3943,2,0,46
65367,32683,65366,130,6748,53621000,4661,2,10,84
65368,32684,65369,6748,1436,9899000,3965,9,0,49
65369,32684,65368,1436,6748,90101000,3149,3,0,26
65370,32685,65371,6748,3576,55902000,2666,3,1000,85
65371,32685,65370,3576,6748,44097000,1700,9,0,26
65372,32686,65373,6749,24,51368000,4258,6,0,50
65373,32686,65372,24,6749,48632000,2524,9,10,14
65374,32687,65375,6749,1618,44318000,1641,5,0,26
65375,32687,65374,1618,6749,55682000,4438,2,10,34
65376,32688,65377,6749,1115,42213000,1845,6,0,93
65377,32688,65376,1115,6749,57787000,4885,9,0,30
65378,32689,65379,6750,2508,57785000,1956,4,100,30
65379,32689,65378,2508,6750,42214000,2584,5,0,64
65380,32690,65381,6750,58,43623000,1927,6,0,25
65381,32690,65380,58,6750,56377000,4721,6,10,80
65382,32691,65383,6750,3664,78631000,3830,3,0,89
65383,32691,65382,3664,6750,21367000,2798,8,100,72
65384,32692,65385,6751,400,36934000,3987,5,10,21
65385,32692,65384,400,6751,63065000,4808,1,0,68
65386,32693,65387,6751,4048,14802000,3080,3,0,47
65387,32693,65386,4048,6751,85199000,1599,8,0,53
65388,32694,65389,6751,356,38762000,4386,6,0,92
65389,32694,65388,356,6751,61238000,2102,5,0,62
65390,32695,65391,6752,631,56961000,3581,8,10,14
65391,32695,65390,631,6752,43039000,4432,1,0,31
65392,32696,65393,6752,5226,18598000,2637,2,100,91
65393,32696,65392,5226,6752,81400000,4915,8,1000,95
65394,32697,65395,6752,5127,38862000,1552,6,0,35
65395,32697,65394,5127,6752,61139000,2174,8,0,25
65396,32698,65397,6753,4974,78884000,3673,6,0,86
65397,32698,65396,4974,6753,21117000,4573,9,0,54
65398,32699,65399,6753,3431,71628000,4363,3,10,45
65399,32699,65398,3431,6753,28372000,2987,7,0,21
65400,32700,65401,6753,1145,40269000,4080,9,0,41
65401,32700,65400,1145,6753,59731000,4456,6,0,31
65402,32701,65403,6754,1474,61896000,1368,8,0,74
65403,32701,65402,1474,6754,38104000,1144,2,0,84
65404,32702,65405,6754,3358,41485000,2219,7,0,42
65405,32702,65404,3358,6754,58514000,2530,4,0,27
65406,32703,65407,6754,342,74640000,3740,2,10,90
65407,32703,65406,342,6754,25360000,3711,8,10,71
65408,32704,65409,6755,77,91967000,1178,2,0,94
65409,32704,65408,77,6755,8034000,4503,8,0,87
65410,32705,65411,6755,1351,99601000,3474,8,0,39
65411,32705,65410,1351,6755,397000,2392,8,10,33
65412,32706,65413,6755,655,34883000,3469,2,10,30
65413,32706,65412,655,6755,65117000,1404,3,0,65
65414,32707,65415,6756,5500,53785000,1112,4,0,99
65415,32707,65414,5500,6756,46215000,2331,1,0,65
65416,32708,65417,6756,531,47035000,4519,1,1000,36
65417,32708,65416,531,6756,52965000,1836,9,0,30
65418,32709,65419,6756,3706,20691000,2806,9,0,24
65419,32709,65418,3706,6756,79306000,4465,8,0,26
65420,32710,65421,6757,1324,27287000,4090,7,0,82
65421,32710,65420,1324,6757,72712000,4016,7,0,97
65422,32711,65423,6757,3269,59377000,3078,7,0,44
65423,32711,65422,3269,6757,40621000,4114,3,0,81
65424,32712,65425,6757,400,69546000,4940,4,0,34
65425,32712,65424,400,6757,30455000,4189,6,0,84
65426,32713,65427,6758,4479,85909000,3154,2,100,48
65427,32713,65426,4479,6758,14090000,1476,7,1000,12
65428,32714,65429,6758,660,96380000,3199,7,0,87
65429,32714,65428,660,6758,3621000,4463,1,0,57
65430,32715,65431,6758,58,54955000,3272,9,100,87
65431,32715,65430,58,6758,45045000,4565,5,0,69
65432,32716,65433,6759,2520,75563000,1850,6,10,90
65433,32716,65432,2520,6759,24436000,3874,7,0,47
65434,32717,65435,6759,485,49770000,1064,1,0,67
65435,32717,65434,485,6759,50229000,4613,7,0,81
65436,32718,65437,6759,227,30514000,4092,6,10,28
65437,32718,65436,227,6759,69488000,3638,5,0,93
65438,32719,65439,6760,902,72305000,4486,8,10,72
65439,32719,65438,902,6760,27695000,3673,8,0,86
65440,32720,65441,6760,2010,1675000,4396,7,10,23
65441,32720,65440,2010,6760,98323000,3070,1,0,74
65442,32721,65443,6760,4225,78931000,1837,8,0,67
65443,32721,65442,4225,6760,21069000,3713,5,10,33
65444,32722,65445,6761,476,72374000,3792,3,0,33
65445,32722,65444,476,6761,27626000,4264,3,10,22
65446,32723,65447,6761,363,41288000,2039,9,0,45
65447,32723,65446,363,6761,58712000,2202,3,0,61
65448,32724,65449,6761,219,61603000,4768,3,100,34
65449,32724,65448,219,6761,38396000,3953,6,0,84
65450,32725,65451,6762,352,9578000,2278,6,10,69
65451,32725,65450,352,6762,90422000,1802,4,0,49
65452,32726,65453,6762,2502,3920000,1789,2,10,42
65453,32726,65452,2502,6762,96079000,2186,6,0,12
65454,32727,65455,6762,476,61853000,2087,7,0,81
65455,32727,65454,476,6762,38146000,3158,4,10,54
65456,32728,65457,6763,2357,38836000,2977,3,0,63
65457,32728,65456,2357,6763,61161000,2800,4,10,47
65458,32729,65459,6763,107,77597000,4351,6,0,26
65459,32729,65458,107,6763,22402000,1427,5,0,74
65460,32730,65461,6763,216,56559000,3503,3,0,14
65461,32730,65460,216,6763,43440000,4190,8,0,62
65462,32731,65463,6764,1555,65131000,1437,2,0,72
65463,32731,65462,1555,6764,34867000,1840,1,100,14
65464,32732,65465,6764,2653,41742000,1372,9,0,43
65465,32732,65464,2653,6764,58256000,2698,1,10,42
65466,32733,65467,6764,457,18909000,2941,8,10,66
65467,32733,65466,457,6764,81092000,4982,9,0,51
65468,32734,65469,6765,4225,11366000,2596,1,0,59
65469,32734,65468,4225,6765,88633000,3104,4,0,55
65470,32735,65471,6765,1982,41997000,3427,1,0,89
65471,32735,65470,1982,6765,58004000,4283,5,0,73
65472,32736,65473,6765,2389,95965000,3510,2,10,46
65473,32736,65472,2389,6765,4034000,3235,9,0,88
65474,32737,65475,6766,1115,1573000,1913,6,0,54
65475,32737,65474,1115,6766,98426000,2885,8,0,70
65476,32738,65477,6766,1476,78557000,3688,5,0,49
65477,32738,65476,1476,6766,21441000,1433,1,0,26
65478,32739,65479,6766,3519,95663000,2331,4,0,72
65479,32739,65478,3519,6766,4336000,2591,8,0,71
65480,32740,65481,6767,5400,76067000,2203,3,0,94
65481,32740,65480,5400,6767,23931000,1658,1,0,26
65482,32741,65483,6767,33,25921000,1503,4,10,22
65483,32741,65482,33,6767,74080000,2472,2,10,99
65484,32742,65485,6767,46,9627000,3228,9,0,75
65485,32742,65484,46,6767,90372000,1798,1,0,75
65486,32743,65487,6768,5286,19016000,4966,7,0,97
65487,32743,65486,5286,6768,80983000,3285,8,0,29
65488,32744,65489,6768,222,95380000,2478,9,0,67
65489,32744,65488,222,6768,4618000,3548,2,0,78
65490,32745,65491,6768,258,33945000,2785,8,0,74
65491,32745,65490,258,6768,66054000,2832,4,100,43
65492,32746,65493,6769,2970,46172000,1398,7,10,31
65493,32746,65492,2970,6769,53829000,2915,4,100,38
65494,32747,65495,6769,2077,45232000,3603,3,0,63
65495,32747,65494,2077,6769,54767000,1776,2,10,30
65496,32748,65497,6769,2,85430000,4547,5,100,43
65497,32748,65496,2,6769,14571000,4247,1,0,30
65498,32749,65499,6770,614,96635000,4652,7,0,92
65499,32749,65498,614,6770,3364000,1353,6,0,68
65500,32750,65501,6770,1524,81784000,3306,7,0,60
65501,32750,65500,1524,6770,18215000,2730,8,0,56
65502,32751,65503,6770,660,1760000,1100,8,0,12
65503,32751,65502,660,6770,98241000,4636,4,100,79
65504,32752,65505,6771,4571,65705000,4876,3,0,19
65505,32752,65504,4571,6771,34294000,1170,6,0,97
65506,32753,65507,6771,384,13257000,4882,5,100,40
65507,32753,65506,384,6771,86742000,3308,5,0,36
65508,32754,65509,6771,3166,17000000,1095,1,0,94
65509,32754,65508,3166,6771,82999000,3335,5,0,25
65510,32755,65511,6772,2087,70810000,3476,2,0,46
65511,32755,65510,2087,6772,29189000,4423,7,10,60
65512,32756,65513,6772,4100,15841000,3428,4,0,48
65513,32756,65512,4100,6772,84159000,1368,4,0,95
65514,32757,65515,6772,3164,11444000,3349,2,0,70
65515,32757,65514,3164,6772,88557000,3854,4,0,66
65516,32758,65517,6773,130,63381000,3465,4,0,99
65517,32758,65516,130,6773,36618000,2159,9,0,19
65518,32759,65519,6773,4346,60042000,3331,3,0,77
65519,32759,65518,4346,6773,39958000,4232,1,0,87
65520,32760,65521,6773,1247,65267000,2021,2,0,36
65521,32760,65520,1247,6773,34734000,3984,9,0,96
65522,32761,65523,6774,1608,1155000,1350,4,10,46
65523,32761,65522,1608,6774,98844000,2955,8,0,37
65524,32762,65525,6774,1436,81734000,4544,4,0,62
65525,32762,65524,1436,6774,18266000,1442,3,0,23
65526,32763,65527,6774,54,18916000,4125,4,0,27
65527,32763,65526,54,6774,81083000,1776,4,10,13
65528,32764,65529,6775,4346,90627000,4811,8,10,40
65529,32764,65528,4346,6775,9372000,3325,1,0,23
65530,32765,65531,6775,2935,59496000,4852,8,0,34
65531,32765,65530,2935,6775,40503000,4160,1,0,15
65532,32766,65533,6775,4036,10250000,2602,8,0,76
65533,32766,65532,4036,6775,89748000,4465,9,0,63
65534,32767,65535,6776,115,76550000,4059,6,0,45
65535,32767,65534,115,6776,23450000,4049,6,10,73
65536,32768,65537,6776,5207,44066000,4438,3,0,51
65537,32768,65536,5207,6776,55934000,4103,4,0,70
65538,32769,65539,6776,4100,28835000,4593,6,10,88
65539,32769,65538,4100,6776,71164000,3641,6,0,35
65540,32770,65541,6777,513,96854000,2377,8,10,17
65541,32770,65540,513,6777,3147000,1128,6,10,23
65542,32771,65543,6777,2615,4883000,2780,2,0,19
65543,32771,65542,2615,6777,95118000,2936,9,10,75
65544,32772,65545,6777,1088,43468000,1878,9,0,62
65545,32772,65544,1088,6777,56532000,2040,6,100,99
65546,32773,65547,6778,1368,46597000,2352,8,0,96
65547,32773,65546,1368,6778,53403000,4305,3,10,99
65548,32774,65549,6778,2498,54368000,2149,6,0,92
65549,32774,65548,2498,6778,45631000,1975,1,10,75
65550,32775,65551,6778,3750,17812000,2992,1,0,24
65551,32775,65550,3750,6778,82185000,3437,8,1000,12
65552,32776,65553,6779,340,51117000,3800,6,10,56
